PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31342612","Neuromuscular characteristics in trained vs. sedentary male adults with intellectual disability","Zghal F, Borji R, Colson SS, Sahli S, Rebai H.","J Intellect Disabil Res. 2019 Nov;63(11):1334-1345. doi: 10.1111/jir.12674. Epub 2019 Jul 24.","Zghal F","J Intellect Disabil Res","2019","2019/07/26","","","10.1111/jir.12674"
"31330502","Effects of Suspension Versus Traditional Resistance Training on Explosive Strength in Elementary School-Aged Boys","Marta C, Alves AR, Esteves PT, Casanova N, Marinho D, Neiva HP, Aguado-Jimenez R, Alonso-Martínez AM, Izquierdo M, Marques MC.","Pediatr Exerc Sci. 2019 Nov 1;31(4):473-478. doi: 10.1123/pes.2018-0287. Epub 2019 Jul 22.","Marta C","Pediatr Exerc Sci","2019","2019/07/23","","","10.1123/pes.2018-0287"
"31310989","Effects of a Combined Upper- and Lower-Limb Plyometric Training Program on High-Intensity Actions in Female U14 Handball Players","Hammami M, Ramirez-Campillo R, Gaamouri N, Aloui G, Shephard RJ, Chelly MS.","Pediatr Exerc Sci. 2019 Nov 1;31(4):465-472. doi: 10.1123/pes.2018-0278. Epub 2019 Jul 17.","Hammami M","Pediatr Exerc Sci","2019","2019/07/17","","","10.1123/pes.2018-0278"
"31303128","Biceps femoris long head muscle fascicle length does not differ between sexes","Behan FP, Moody R, Patel TS, Lattimore E, Maden-Wilkinson TM, Balshaw TG.","J Sports Sci. 2019 Nov;37(21):2452-2458. doi: 10.1080/02640414.2019.1641016. Epub 2019 Jul 14.","Behan FP","J Sports Sci","2019","2019/07/16","","","10.1080/02640414.2019.1641016"
"31301034","Comparing the Effectiveness of Blood Flow Restriction and Traditional Heavy Load Resistance Training in the Post-Surgery Rehabilitation of Anterior Cruciate Ligament Reconstruction Patients: A UK National Health Service Randomised Controlled Trial","Hughes L, Rosenblatt B, Haddad F, Gissane C, McCarthy D, Clarke T, Ferris G, Dawes J, Paton B, Patterson SD.","Sports Med. 2019 Nov;49(11):1787-1805. doi: 10.1007/s40279-019-01137-2.","Hughes L","Sports Med","2019","2019/07/14","","","10.1007/s40279-019-01137-2"
"31282585","Physical training, UCP1 expression, mitochondrial density, and coupling in adipose tissue from women with obesity","Brandao CFC, de Carvalho FG, Souza AO, Junqueira-Franco MVM, Batitucci G, Couto-Lima CA, Fett CA, Papoti M, Freitas EC, Alberici LC, Marchini JS.","Scand J Med Sci Sports. 2019 Nov;29(11):1699-1706. doi: 10.1111/sms.13514. Epub 2019 Jul 22.","Brandao CFC","Scand J Med Sci Sports","2019","2019/07/09","","","10.1111/sms.13514"
"31281989","Differential muscle hypertrophy and edema responses between high-load and low-load exercise with blood flow restriction","Shiromaru FF, de Salles Painelli V, Silva-Batista C, Longo AR, Lasevicius T, Schoenfeld BJ, Aihara AY, Tricoli V, de Almeida Peres B, Teixeira EL.","Scand J Med Sci Sports. 2019 Nov;29(11):1713-1726. doi: 10.1111/sms.13516. Epub 2019 Jul 28.","Shiromaru FF","Scand J Med Sci Sports","2019","2019/07/09","","","10.1111/sms.13516"
"31281076","Resistance training enhances delayed memory in healthy middle-aged and older adults: A randomised controlled trial","Marston KJ, Peiffer JJ, Rainey-Smith SR, Gordon N, Teo SY, Laws SM, Sohrabi HR, Martins RN, Brown BM.","J Sci Med Sport. 2019 Nov;22(11):1226-1231. doi: 10.1016/j.jsams.2019.06.013. Epub 2019 Jun 27.","Marston KJ","J Sci Med Sport","2019","2019/07/09","","","10.1016/j.jsams.2019.06.013"
"31280702","Spike jump biomechanics in male versus female elite volleyball players","Fuchs PX, Menzel HK, Guidotti F, Bell J, von Duvillard SP, Wagner H.","J Sports Sci. 2019 Nov;37(21):2411-2419. doi: 10.1080/02640414.2019.1639437. Epub 2019 Jul 6.","Fuchs PX","J Sports Sci","2019","2019/07/09","","","10.1080/02640414.2019.1639437"
"31278924","Intradialytic Resistance Training Improves Functional Capacity and Lean Mass Gain in Individuals on Hemodialysis: A Randomized Pilot Trial","Lopes LCC, Mota JF, Prestes J, Schincaglia RM, Silva DM, Queiroz NP, Freitas ATVS, Lira FS, Peixoto MDRG.","Arch Phys Med Rehabil. 2019 Nov;100(11):2151-2158. doi: 10.1016/j.apmr.2019.06.006. Epub 2019 Jul 3.","Lopes LCC","Arch Phys Med Rehabil","2019","2019/07/07","","","10.1016/j.apmr.2019.06.006"
"31219250","Effects of acute resistance exercise on proteolytic and myogenic markers in skeletal muscles of former weightlifters and age-matched sedentary controls","Wessner B, Ploder M, Tschan H, Ferunaj P, Erindi A, Strasser EM, Bachl N.","J Sports Med Phys Fitness. 2019 Nov;59(11):1915-1924. doi: 10.23736/S0022-4707.19.09740-8. Epub 2019 Jun 19.","Wessner B","J Sports Med Phys Fitness","2019","2019/06/21","","","10.23736/S0022-4707.19.09740-8"
"31206763","Effects of lingual strength training on oropharyngeal muscles in South Korean adults","Park JS, Hwang NK, Kim HH, Choi JB, Chang MY, Jung YJ.","J Oral Rehabil. 2019 Nov;46(11):1036-1041. doi: 10.1111/joor.12835. Epub 2019 Jul 2.","Park JS","J Oral Rehabil","2019","2019/06/18","","","10.1111/joor.12835"
"31180758","Restoring pulsatility and peakVO(2) in the era of continuous flow, fixed pump speed, left ventricular assist devices: 'A hypothesis of pump's or patient's speed?'","Laoutaris ID.","Eur J Prev Cardiol. 2019 Nov;26(17):1806-1815. doi: 10.1177/2047487319856448. Epub 2019 Jun 10.","Laoutaris ID","Eur J Prev Cardiol","2019","2019/06/11","","","10.1177/2047487319856448"
"31107348","Optimal Approach to Load Progressions during Strength Training in Older Adults","Buskard ANL, Jacobs KA, Eltoukhy MM, Strand KL, Villanueva L, Desai PP, Signorile JF.","Med Sci Sports Exerc. 2019 Nov;51(11):2224-2233. doi: 10.1249/MSS.0000000000002038.","Buskard ANL","Med Sci Sports Exerc","2019","2019/05/21","","","10.1249/MSS.0000000000002038"
"31089282","Psychophysical effects of an exercise therapy during pediatric stem cell transplantation: a randomized controlled trial","Senn-Malashonak A, Wallek S, Schmidt K, Rosenhagen A, Vogt L, Bader P, Banzer W.","Bone Marrow Transplant. 2019 Nov;54(11):1827-1835. doi: 10.1038/s41409-019-0535-z. Epub 2019 May 14.","Senn-Malashonak A","Bone Marrow Transplant","2019","2019/05/16","","","10.1038/s41409-019-0535-z"
"30990262","Differential effects of low vs. high inertial loads during an eccentric-overload training intervention in rugby union players: a preliminary study","Sabido R, Pombero L, Hernández-Davó JL.","J Sports Med Phys Fitness. 2019 Nov;59(11):1805-1811. doi: 10.23736/S0022-4707.19.09425-8. Epub 2019 Apr 15.","Sabido R","J Sports Med Phys Fitness","2019","2019/04/17","","","10.23736/S0022-4707.19.09425-8"
"30979609","Effect of strength exercise with elastic bands and aerobic exercise in the treatment of frailty of the elderly patient with type 2 diabetes mellitus","García Díaz E, Alonso Ramírez J, Herrera Fernández N, Peinado Gallego C, Pérez Hernández DG.","Endocrinol Diabetes Nutr (Engl Ed). 2019 Nov;66(9):563-570. doi: 10.1016/j.endinu.2019.01.010. Epub 2019 Apr 9.","García Díaz E","Endocrinol Diabetes Nutr (Engl Ed)","2019","2019/04/14","","","10.1016/j.endinu.2019.01.010"
"30958973","Effects of high-velocity resistance training and creatine supplementation in untrained healthy aging males","Bernat P, Candow DG, Gryzb K, Butchart S, Schoenfeld BJ, Bruno P.","Appl Physiol Nutr Metab. 2019 Nov;44(11):1246-1253. doi: 10.1139/apnm-2019-0066. Epub 2019 Apr 8.","Bernat P","Appl Physiol Nutr Metab","2019","2019/04/09","","","10.1139/apnm-2019-0066"
"30958069","Improved Sprint Performance With Inhaled Long-Acting β2-Agonists Combined With Resistance Exercise","Merlini M, Whyte G, Marcora S, Loosemore M, Chester N, Dickinson J.","Int J Sports Physiol Perform. 2019 Nov 1;14(10):1344-1349. doi: 10.1123/ijspp.2018-0921.","Merlini M","Int J Sports Physiol Perform","2019","2019/04/09","","","10.1123/ijspp.2018-0921"
"30958062","Acute Enhancement of Jump Performance, Muscle Strength, and Power in Resistance-Trained Men After Consumption of Caffeinated Chewing Gum","Venier S, Grgic J, Mikulic P.","Int J Sports Physiol Perform. 2019 Nov 1;14(10):1415-1421. doi: 10.1123/ijspp.2019-0098.","Venier S","Int J Sports Physiol Perform","2019","2019/04/09","","","10.1123/ijspp.2019-0098"
"30958050","Applying the Critical Power Model to a Full-Body Resistance-Training Movement","Dinyer TK, Byrd MT, Vesotsky AN, Succi PJ, Bergstrom HC.","Int J Sports Physiol Perform. 2019 Nov 1;14(10):1364-1370. doi: 10.1123/ijspp.2018-0981.","Dinyer TK","Int J Sports Physiol Perform","2019","2019/04/09","","","10.1123/ijspp.2018-0981"
"30955455","Caffeine and resistance exercise: the effects of two caffeine doses and the influence of individual perception of caffeine","Polito MD, Grandolfi K, de Souza DB.","Eur J Sport Sci. 2019 Nov;19(10):1342-1348. doi: 10.1080/17461391.2019.1596166. Epub 2019 Apr 6.","Polito MD","Eur J Sport Sci","2019","2019/04/09","","","10.1080/17461391.2019.1596166"
"30942862","Influences of Hypoxia Exercise on Whole-Body Insulin Sensitivity and Oxidative Metabolism in Older Individuals","Chobanyan-Jürgens K, Scheibe RJ, Potthast AB, Hein M, Smith A, Freund R, Tegtbur U, Das AM, Engeli S, Jordan J, Haufe S.","J Clin Endocrinol Metab. 2019 Nov 1;104(11):5238-5248. doi: 10.1210/jc.2019-00411.","Chobanyan-Jürgens K","J Clin Endocrinol Metab","2019","2019/04/04","","","10.1210/jc.2019-00411"
"30922202","Scheduling of training and recovery during the in-season weekly micro-cycle: Insights from team sport practitioners","Cross R, Siegler J, Marshall P, Lovell R.","Eur J Sport Sci. 2019 Nov;19(10):1287-1296. doi: 10.1080/17461391.2019.1595740. Epub 2019 Mar 28.","Cross R","Eur J Sport Sci","2019","2019/03/30","","","10.1080/17461391.2019.1595740"
"30922152","Effects of Exercise Interventions on Habitual Physical Activity and Sedentary Behavior in Adolescents With Cerebral Palsy","Bar-Haim S, Aviram R, Shkedy Rabani A, Amro A, Nammourah I, Al-Jarrah M, Raanan Y, Loeppky JA, Harries N.","Pediatr Exerc Sci. 2019 Nov 1;31(4):416-424. doi: 10.1123/pes.2018-0254. Epub 2019 Jun 27.","Bar-Haim S","Pediatr Exerc Sci","2019","2019/03/30","","","10.1123/pes.2018-0254"
"30856340","Two weeks of lower body resistance training enhances cycling tolerability to improve precision of maximal cardiopulmonary exercise testing in sedentary middle-aged females","Wagoner CW, Hanson ED, Ryan ED, Brooks R, Wood WA, Jensen BC, Lee JT, Coffman EM, Battaglini CL.","Appl Physiol Nutr Metab. 2019 Nov;44(11):1159-1164. doi: 10.1139/apnm-2018-0623. Epub 2019 Mar 11.","Wagoner CW","Appl Physiol Nutr Metab","2019","2019/03/12","","","10.1139/apnm-2018-0623"
"30300054","Blood Flow Restriction Therapy Versus Standard Care for Reducing Quadriceps Atrophy After Anterior Cruciate Ligament Reconstruction","Lipker LA, Persinger CR, Michalko BS, Durall CJ.","J Sport Rehabil. 2019 Nov 1;28(8):897-901. doi: 10.1123/jsr.2018-0062.","Lipker LA","J Sport Rehabil","2019","2018/10/10","","","10.1123/jsr.2018-0062"
"30074968","Monitoring Blood Biomarkers and Training Load Throughout a Collegiate Soccer Season","Huggins RA, Fortunati AR, Curtis RM, Looney DP, West CA, Lee EC, Fragala MS, Hall ML, Casa DJ.","J Strength Cond Res. 2019 Nov;33(11):3065-3077. doi: 10.1519/JSC.0000000000002622.","Huggins RA","J Strength Cond Res","2019","2018/08/04","","","10.1519/JSC.0000000000002622"
"29742746","Comparison of Psychological and Physiological Responses to Imposed vs. Self-selected High-Intensity Interval Training","Kellogg E, Cantacessi C, McNamer O, Holmes H, von Bargen R, Ramirez R, Gallagher D, Vargas S, Santia B, Rodriguez K, Astorino TA.","J Strength Cond Res. 2019 Nov;33(11):2945-2952. doi: 10.1519/JSC.0000000000002528.","Kellogg E","J Strength Cond Res","2019","2018/05/10","","","10.1519/JSC.0000000000002528"
"29547489","Influence of Power Clean Ability and Training Age on Adaptations to Weightlifting-Style Training","James LP, Comfort P, Suchomel TJ, Kelly VG, Beckman EM, Haff GG.","J Strength Cond Res. 2019 Nov;33(11):2936-2944. doi: 10.1519/JSC.0000000000002534.","James LP","J Strength Cond Res","2019","2018/03/17","","","10.1519/JSC.0000000000002534"
"29533359","Methodological Considerations on the Relationship Between the 1,500-m Rowing Ergometer Performance and Vertical Jump in National-Level Adolescent Rowers","Maciejewski H, Rahmani A, Chorin F, Lardy J, Samozino P, Ratel S.","J Strength Cond Res. 2019 Nov;33(11):3000-3007. doi: 10.1519/JSC.0000000000002406.","Maciejewski H","J Strength Cond Res","2019","2018/03/14","","","10.1519/JSC.0000000000002406"
"29189582","Aerobic Fitness in Top-Class Soccer Referees","Castagna C, Bizzini M, Araújo Póvoas SC, Schenk K, Büsser G, DʼOttavio S.","J Strength Cond Res. 2019 Nov;33(11):3098-3104. doi: 10.1519/JSC.0000000000002264.","Castagna C","J Strength Cond Res","2019","2017/12/01","","","10.1519/JSC.0000000000002264"
"28704308","Fatigue in U12 Soccer-7 Players During Repeated 1-Day Tournament Games-A Pilot Study","Sanchez-Sanchez J, Sanchez M, Hernandez D, Ramirez-Campillo R, Martínez C, Nakamura FY.","J Strength Cond Res. 2019 Nov;33(11):3092-3097. doi: 10.1519/JSC.0000000000002141.","Sanchez-Sanchez J","J Strength Cond Res","2019","2017/07/14","","","10.1519/JSC.0000000000002141"
"31672172","Changes in pain following an interaction period of resistance training and green tea extract consumption in sedentary hypertensive women: impact of blood pressure swings","Arazi H, Taati B, Kheirkhah J, Ramezanpour S.","J Health Popul Nutr. 2019 Oct 31;38(1):30. doi: 10.1186/s41043-019-0188-y.","Arazi H","J Health Popul Nutr","2019","2019/11/02","PMC6824015","","10.1186/s41043-019-0188-y"
"31736783","Validity and Reliability of a New Specific Parkour Test: Physiological and Performance Responses","Padulo J, Ardigò LP, Bianco M, Cular D, Madic D, Markoski B, Dhahbi W.","Front Physiol. 2019 Oct 30;10:1362. doi: 10.3389/fphys.2019.01362. eCollection 2019.","Padulo J","Front Physiol","2019","2019/11/19","PMC6831735","","10.3389/fphys.2019.01362"
"31723554","Comparison of performance-related physical fitness and anaerobic power between Korean wheelchair badminton national and backup players","Kim JT, Shin YA, Lee KH, Rhyu HS.","J Exerc Rehabil. 2019 Oct 28;15(5):663-666. doi: 10.12965/jer.1938448.224. eCollection 2019 Oct.","Kim JT","J Exerc Rehabil","2019","2019/11/15","PMC6834703","","10.12965/jer.1938448.224"
"31660991","The effects of a caffeine-like supplement, TeaCrine®, on muscular strength, endurance and power performance in resistance-trained men","Cesareo KR, Mason JR, Saracino PG, Morrissey MC, Ormsbee MJ.","J Int Soc Sports Nutr. 2019 Oct 28;16(1):47. doi: 10.1186/s12970-019-0316-5.","Cesareo KR","J Int Soc Sports Nutr","2019","2019/10/30","PMC6816173","","10.1186/s12970-019-0316-5"
"31539362","Effect of home-based strength training program on IGF-I, IGFBP-1 and IGFBP-3 in obese Latino boys participating in a 16-week randomized controlled trial","Kelly L, Holmberg PM, Schroeder ET, Loza A, Lin X, Moody A, Hughes A, Gibson AM, Kirk A.","J Pediatr Endocrinol Metab. 2019 Oct 25;32(10):1121-1129. doi: 10.1515/jpem-2019-0073.","Kelly L","J Pediatr Endocrinol Metab","2019","2019/09/21","","","10.1515/jpem-2019-0073"
"31424257","Four weeks of hypoxia training improves cutaneous microcirculation in trained rowers","Meng Z, Gao B, Gao H, Ge P, Li T, Wang Y.","Physiol Res. 2019 Oct 25;68(5):757-766. doi: 10.33549/physiolres.934175. Epub 2019 Aug 19.","Meng Z","Physiol Res","2019","2019/08/20","","","10.33549/physiolres.934175"
"31750307","A Randomized Clinical Trial Comparing Three Different Exercise Strategies for Optimizing Aerobic Capacity and Skeletal Muscle Performance in Older Adults: Protocol for the DART Study","Tavoian D, Russ DW, Law TD, Simon JE, Chase PJ, Guseman EH, Clark BC.","Front Med (Lausanne). 2019 Oct 22;6:236. doi: 10.3389/fmed.2019.00236. eCollection 2019.","Tavoian D","Front Med (Lausanne)","2019","2019/11/22","PMC6842975","","10.3389/fmed.2019.00236"
"31695621","Two Weeks of High-Intensity Interval Training in Combination With a Non-thermal Diffuse Ultrasound Device Improves Lipid Profile and Reduces Body Fat Percentage in Overweight Women","Hausswirth C, Marquet LA, Nesi X, Slattery K.","Front Physiol. 2019 Oct 22;10:1307. doi: 10.3389/fphys.2019.01307. eCollection 2019.","Hausswirth C","Front Physiol","2019","2019/11/08","PMC6818470","","10.3389/fphys.2019.01307"
"31635041","Complementary Immunometabolic Effects of Exercise and PPARβ/δ Agonist in the Context of Diet-Induced Weight Loss in Obese Female Mice","Le Garf S, Murdaca J, Mothe-Satney I, Sibille B, Le Menn G, Chinetti G, Neels JG, Rousseau AS.","Int J Mol Sci. 2019 Oct 19;20(20):5182. doi: 10.3390/ijms20205182.","Le Garf S","Int J Mol Sci","2019","2019/10/23","PMC6829333","","10.3390/ijms20205182"
"31188680","Similar Cardioventilatory but Greater Neuromuscular Stimuli With Interval Drop Jump Than With Interval Running","Ducrocq GP, Hureau TJ, Meste O, Blain GM.","Int J Sports Physiol Perform. 2019 Oct 17:1-10. doi: 10.1123/ijspp.2019-0031. Online ahead of print.","Ducrocq GP","Int J Sports Physiol Perform","2019","2019/06/13","","","10.1123/ijspp.2019-0031"
"31618176","The effect of concurrent aerobic-resistance training on thyroid hormones, blood glucose hemostasis, and blood lipid indices in overweight girls with hypothyroidism","Mohammadi Sefat S, Shabani R, Nazari M.","Horm Mol Biol Clin Investig. 2019 Oct 16;40(3):/j/hmbci.2019.40.issue-3/hmbci-2019-0031/hmbci-2019-0031.xml. doi: 10.1515/hmbci-2019-0031.","Mohammadi Sefat S","Horm Mol Biol Clin Investig","2019","2019/10/17","","","10.1515/hmbci-2019-0031"
"31279661","Impact of inpatient cardiac rehabilitation on Barthel Index score and prognosis in patients with acute decompensated heart failure","Motoki H, Nishimura M, Kanai M, Kimura K, Minamisawa M, Yamamoto S, Saigusa T, Ebisawa S, Okada A, Kuwahara K.","Int J Cardiol. 2019 Oct 15;293:125-130. doi: 10.1016/j.ijcard.2019.06.071. Epub 2019 Jun 28.","Motoki H","Int J Cardiol","2019","2019/07/08","","","10.1016/j.ijcard.2019.06.071"
