PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21606858","Effects of a heart rate-based recovery period on hormonal, neuromuscular, and aerobic performance responses during 7 weeks of strength training in men","Piirainen JM, Tanskanen M, Nissilä J, Kaarela J, Väärälä A, Sippola N, Linnamo V.","J Strength Cond Res. 2011 Aug;25(8):2265-73. doi: 10.1519/JSC.0b013e3181ecd050.","Piirainen JM","J Strength Cond Res","2011","2011/05/25","","","10.1519/JSC.0b013e3181ecd050"
"21610516","Effect of equated continuous and interval running programs on endurance performance and jump capacity","Tuimil JL, Boullosa DA, Fernández-del-Olmo MA, Rodríguez FA.","J Strength Cond Res. 2011 Aug;25(8):2205-11. doi: 10.1519/JSC.0b013e3181e8a4d5.","Tuimil JL","J Strength Cond Res","2011","2011/05/26","","","10.1519/JSC.0b013e3181e8a4d5"
"21632260","Is there a morning-to-evening difference in the acute IL-6 and cortisol responses to resistance exercise?","Pledge D, Grosset JF, Onambélé-Pearson GL.","Cytokine. 2011 Aug;55(2):318-23. doi: 10.1016/j.cyto.2011.05.005. Epub 2011 May 31.","Pledge D","Cytokine","2011","2011/06/03","","","10.1016/j.cyto.2011.05.005"
"21642858","Heart rate responses and technical comparison between small- vs. large-sided games in elite professional soccer","Owen AL, Wong del P, McKenna M, Dellal A.","J Strength Cond Res. 2011 Aug;25(8):2104-10. doi: 10.1519/JSC.0b013e3181f0a8a3.","Owen AL","J Strength Cond Res","2011","2011/06/07","","","10.1519/JSC.0b013e3181f0a8a3"
"21654341","Kinetic and training comparisons between assisted, resisted, and free countermovement jumps","Argus CK, Gill ND, Keogh JW, Blazevich AJ, Hopkins WG.","J Strength Cond Res. 2011 Aug;25(8):2219-27. doi: 10.1519/JSC.0b013e3181f6b0f4.","Argus CK","J Strength Cond Res","2011","2011/06/10","","","10.1519/JSC.0b013e3181f6b0f4"
"21659489","Sweating responses and the muscle metaboreflex under mildly hyperthermic conditions in sprinters and distance runners","Amano T, Ichinose M, Koga S, Inoue Y, Nishiyasu T, Kondo N.","J Appl Physiol (1985). 2011 Aug;111(2):524-9. doi: 10.1152/japplphysiol.00212.2011. Epub 2011 Jun 9.","Amano T","J Appl Physiol (1985)","2011","2011/06/11","","","10.1152/japplphysiol.00212.2011"
"21659890","A training program to improve neuromuscular indices in female high school volleyball players","Noyes FR, Barber-Westin SD, Smith ST, Campbell T.","J Strength Cond Res. 2011 Aug;25(8):2151-60. doi: 10.1519/JSC.0b013e3181f906ef.","Noyes FR","J Strength Cond Res","2011","2011/06/11","","","10.1519/JSC.0b013e3181f906ef"
"21714108","High-intensity resistance training with insufficient recovery time between bouts induce atrophy and alterations in myosin heavy chain content in rat skeletal muscle","De Souza RW, Aguiar AF, Carani FR, Campos GE, Padovani CR, Silva MD.","Anat Rec (Hoboken). 2011 Aug;294(8):1393-400. doi: 10.1002/ar.21428. Epub 2011 Jun 28.","De Souza RW","Anat Rec (Hoboken)","2011","2011/06/30","","","10.1002/ar.21428"
"21747288","Does cluster loading enhance lower body power development in preseason preparation of elite rugby union players?","Hansen KT, Cronin JB, Pickering SL, Newton MJ.","J Strength Cond Res. 2011 Aug;25(8):2118-26. doi: 10.1519/JSC.0b013e318220b6a3.","Hansen KT","J Strength Cond Res","2011","2011/07/13","","","10.1519/JSC.0b013e318220b6a3"
"21747293","Validity of the Myotest® in measuring force and power production in the squat and bench press","Comstock BA, Solomon-Hill G, Flanagan SD, Earp JE, Luk HY, Dobbins KA, Dunn-Lewis C, Fragala MS, Ho JY, Hatfield DL, Vingren JL, Denegar CR, Volek JS, Kupchak BR, Maresh CM, Kraemer WJ.","J Strength Cond Res. 2011 Aug;25(8):2293-7. doi: 10.1519/JSC.0b013e318200b78c.","Comstock BA","J Strength Cond Res","2011","2011/07/13","","","10.1519/JSC.0b013e318200b78c"
"21747300","Training and detraining effects of the resistance vs. endurance program on body composition, body size, and physical performance in young men","Lo MS, Lin LL, Yao WJ, Ma MC.","J Strength Cond Res. 2011 Aug;25(8):2246-54. doi: 10.1519/JSC.0b013e3181e8a4be.","Lo MS","J Strength Cond Res","2011","2011/07/13","","","10.1519/JSC.0b013e3181e8a4be"
"21777152","Effect of loading on peak power of the bar, body, and system during power cleans, squats, and jump squats","McBride JM, Haines TL, Kirby TJ.","J Sports Sci. 2011 Aug;29(11):1215-21. doi: 10.1080/02640414.2011.587444. Epub 2011 Jul 22.","McBride JM","J Sports Sci","2011","2011/07/23","","","10.1080/02640414.2011.587444"
"21780851","Repeated-sprint ability - part I: factors contributing to fatigue","Girard O, Mendez-Villanueva A, Bishop D.","Sports Med. 2011 Aug 1;41(8):673-94. doi: 10.2165/11590550-000000000-00000.","Girard O","Sports Med","2011","2011/07/26","","","10.2165/11590550-000000000-00000"
"21783021","Comparison of inspiratory muscle strength training effects between older subjects with and without chronic obstructive pulmonary disease","Huang CH, Yang GG, Wu YT, Lee CW.","J Formos Med Assoc. 2011 Aug;110(8):518-26. doi: 10.1016/S0929-6646(11)60078-8.","Huang CH","J Formos Med Assoc","2011","2011/07/26","","","10.1016/S0929-6646(11)60078-8"
"21785293","Hormonal and inflammatory responses to different types of sprint interval training","Meckel Y, Nemet D, Bar-Sela S, Radom-Aizik S, Cooper DM, Sagiv M, Eliakim A.","J Strength Cond Res. 2011 Aug;25(8):2161-9. doi: 10.1519/JSC.0b013e3181dc4571.","Meckel Y","J Strength Cond Res","2011","2011/07/26","","","10.1519/JSC.0b013e3181dc4571"
"21807137","Nonsteroidal anti-inflammatory drug or glucosamine reduced pain and improved muscle strength with resistance training in a randomized controlled trial of knee osteoarthritis patients","Petersen SG, Beyer N, Hansen M, Holm L, Aagaard P, Mackey AL, Kjaer M.","Arch Phys Med Rehabil. 2011 Aug;92(8):1185-93. doi: 10.1016/j.apmr.2011.03.009.","Petersen SG","Arch Phys Med Rehabil","2011","2011/08/03","","","10.1016/j.apmr.2011.03.009"
"21828386","Cardiorespiratory responses during underwater and land treadmill exercise in college athletes","Brubaker P, Ozemek C, Gonzalez A, Wiley S, Collins G.","J Sport Rehabil. 2011 Aug;20(3):345-54. doi: 10.1123/jsr.20.3.345.","Brubaker P","J Sport Rehabil","2011","2011/08/11","","","10.1123/jsr.20.3.345"
"21877060","Functional electrical stimulation training on functional capacity and blood pressure variability in a centenarian woman: case study","Eibel B, Sbruzzi G, Dipp T, Casali KR, Plentz RD.","Rev Bras Fisioter. 2011 Aug-Sep;15(4):338-41. doi: 10.1590/s1413-35552011005000016. Epub 2011 Aug 26.","Eibel B","Rev Bras Fisioter","2011","2011/08/31","","","10.1590/s1413-35552011005000016"
"21925351","Creatine does not promote hypertrophy in skeletal muscle in supplemented compared with nonsupplemented rats subjected to a similar workload","Aguiar AF, de Souza RW, Aguiar DH, Aguiar RC, Vechetti IJ Jr, Dal-Pai-Silva M.","Nutr Res. 2011 Aug;31(8):652-7. doi: 10.1016/j.nutres.2011.08.006.","Aguiar AF","Nutr Res","2011","2011/09/20","","","10.1016/j.nutres.2011.08.006"
"21977456","Effects of Aerobic Exercise vs. Resistance Training on Endothelial Function in Women with Type 2 Diabetes Mellitus","Kwon HR, Min KW, Ahn HJ, Seok HG, Lee JH, Park GS, Han KA.","Diabetes Metab J. 2011 Aug;35(4):364-73. doi: 10.4093/dmj.2011.35.4.364. Epub 2011 Aug 31.","Kwon HR","Diabetes Metab J","2011","2011/10/07","PMC3178697","","10.4093/dmj.2011.35.4.364"
"21798416","The role of exercise training in heart failure","Downing J, Balady GJ.","J Am Coll Cardiol. 2011 Aug 2;58(6):561-9. doi: 10.1016/j.jacc.2011.04.020.","Downing J","J Am Coll Cardiol","2011","2011/07/30","","","10.1016/j.jacc.2011.04.020"
"21871113","Diet, physical exercise and cognitive behavioral training as a combined workplace based intervention to reduce body weight and increase physical capacity in health care workers - a randomized controlled trial","Christensen JR, Faber A, Ekner D, Overgaard K, Holtermann A, Søgaard K.","BMC Public Health. 2011 Aug 27;11:671. doi: 10.1186/1471-2458-11-671.","Christensen JR","BMC Public Health","2011","2011/08/30","PMC3175468","","10.1186/1471-2458-11-671"
"21287196","Optimum loading for maximizing muscle power output: the effect of training history","Pazin N, Bozic P, Bobana B, Nedeljkovic A, Jaric S.","Eur J Appl Physiol. 2011 Sep;111(9):2123-30. doi: 10.1007/s00421-011-1840-4. Epub 2011 Feb 2.","Pazin N","Eur J Appl Physiol","2011","2011/02/03","","","10.1007/s00421-011-1840-4"
"21311352","Velocity loss as an indicator of neuromuscular fatigue during resistance training","Sánchez-Medina L, González-Badillo JJ.","Med Sci Sports Exerc. 2011 Sep;43(9):1725-34. doi: 10.1249/MSS.0b013e318213f880.","Sánchez-Medina L","Med Sci Sports Exerc","2011","2011/02/12","","","10.1249/MSS.0b013e318213f880"
"21327794","Physiological elevation of endogenous hormones results in superior strength training adaptation","Rønnestad BR, Nygaard H, Raastad T.","Eur J Appl Physiol. 2011 Sep;111(9):2249-59. doi: 10.1007/s00421-011-1860-0. Epub 2011 Feb 16.","Rønnestad BR","Eur J Appl Physiol","2011","2011/02/18","","","10.1007/s00421-011-1860-0"
"21327797","The effect of HMB supplementation on body composition, fitness, hormonal and inflammatory mediators in elite adolescent volleyball players: a prospective randomized, double-blind, placebo-controlled study","Portal S, Zadik Z, Rabinowitz J, Pilz-Burstein R, Adler-Portal D, Meckel Y, Cooper DM, Eliakim A, Nemet D.","Eur J Appl Physiol. 2011 Sep;111(9):2261-9. doi: 10.1007/s00421-011-1855-x. Epub 2011 Feb 16.","Portal S","Eur J Appl Physiol","2011","2011/02/18","","","10.1007/s00421-011-1855-x"
"21336838","The effect of carbohydrate mouth rinse on maximal strength and strength endurance","Painelli VS, Roschel H, Gualano B, Del-Favero S, Benatti FB, Ugrinowitsch C, Tricoli V, Lancha AH Jr.","Eur J Appl Physiol. 2011 Sep;111(9):2381-6. doi: 10.1007/s00421-011-1865-8. Epub 2011 Feb 19.","Painelli VS","Eur J Appl Physiol","2011","2011/02/22","","","10.1007/s00421-011-1865-8"
"21336952","Artificial gravity with ergometric exercise as a countermeasure against cardiovascular deconditioning during 4 days of head-down bed rest in humans","Wang YC, Yang CB, Wu YH, Gao Y, Lu DY, Shi F, Wei XM, Sun XQ.","Eur J Appl Physiol. 2011 Sep;111(9):2315-25. doi: 10.1007/s00421-011-1866-7. Epub 2011 Feb 20.","Wang YC","Eur J Appl Physiol","2011","2011/02/22","","","10.1007/s00421-011-1866-7"
"21415263","Randomized controlled study of home-based treadmill training for ambulatory children with spina bifida","de Groot JF, Takken T, van Brussel M, Gooskens R, Schoenmakers M, Versteeg C, Vanhees L, Helders P.","Neurorehabil Neural Repair. 2011 Sep;25(7):597-606. doi: 10.1177/1545968311400094. Epub 2011 Mar 17.","de Groot JF","Neurorehabil Neural Repair","2011","2011/03/19","","","10.1177/1545968311400094"
"21470913","Exercise in elderly patients with chronic heart failure in primary care: effects on physical capacity and health-related quality of life","Pihl E, Cider A, Strömberg A, Fridlund B, Mårtensson J.","Eur J Cardiovasc Nurs. 2011 Sep;10(3):150-8. doi: 10.1016/j.ejcnurse.2011.03.002. Epub 2011 Apr 5.","Pihl E","Eur J Cardiovasc Nurs","2011","2011/04/08","","","10.1016/j.ejcnurse.2011.03.002"
"21509821","Cancellous bone formation response to simulated resistance training during disuse is blunted by concurrent alendronate treatment","Swift JM, Swift SN, Nilsson MI, Hogan HA, Bouse SD, Bloomfield SA.","J Bone Miner Res. 2011 Sep;26(9):2140-50. doi: 10.1002/jbmr.407.","Swift JM","J Bone Miner Res","2011","2011/04/22","","","10.1002/jbmr.407"
"21537612","Effect of gender on training-induced vascular remodeling in SHR","Amaral SL, Michelini LC.","Braz J Med Biol Res. 2011 Sep;44(9):814-26. doi: 10.1590/s0100-879x2011007500055. Epub 2011 May 2.","Amaral SL","Braz J Med Biol Res","2011","2011/05/04","","","10.1590/s0100-879x2011007500055"
"21540753","Combined resistance and endurance exercise training improves arterial stiffness, blood pressure, and muscle strength in postmenopausal women","Figueroa A, Park SY, Seo DY, Sanchez-Gonzalez MA, Baek YH.","Menopause. 2011 Sep;18(9):980-4. doi: 10.1097/gme.0b013e3182135442.","Figueroa A","Menopause","2011","2011/05/05","","","10.1097/gme.0b013e3182135442"
"21563031","Strength and endurance in elite football players","Helgerud J, Rodas G, Kemi OJ, Hoff J.","Int J Sports Med. 2011 Sep;32(9):677-82. doi: 10.1055/s-0031-1275742. Epub 2011 May 11.","Helgerud J","Int J Sports Med","2011","2011/05/13","","","10.1055/s-0031-1275742"
"21659889","Similarity in adaptations to high-resistance circuit vs. traditional strength training in resistance-trained men","Alcaraz PE, Perez-Gomez J, Chavarrias M, Blazevich AJ.","J Strength Cond Res. 2011 Sep;25(9):2519-27. doi: 10.1519/JSC.0b013e3182023a51.","Alcaraz PE","J Strength Cond Res","2011","2011/06/11","","","10.1519/JSC.0b013e3182023a51"
"21685184","Exercise training reverses adiponectin resistance in skeletal muscle of patients with chronic heart failure","Van Berendoncks AM, Garnier A, Beckers P, Hoymans VY, Possemiers N, Fortin D, Van Hoof V, Dewilde S, Vrints CJ, Ventura-Clapier R, Conraads VM.","Heart. 2011 Sep;97(17):1403-9. doi: 10.1136/hrt.2011.226373. Epub 2011 Jun 16.","Van Berendoncks AM","Heart","2011","2011/06/21","","","10.1136/hrt.2011.226373"
"21737523","Treatment for a 14-year-old girl with Lyme disease using therapeutic exercise and gait training","Moser MM.","Phys Ther. 2011 Sep;91(9):1412-23. doi: 10.2522/ptj.20110020. Epub 2011 Jul 7.","Moser MM","Phys Ther","2011","2011/07/09","","","10.2522/ptj.20110020"
"21737835","Prevalence of Jumper's knee among nonelite athletes from different sports: a cross-sectional survey","Zwerver J, Bredeweg SW, van den Akker-Scheek I.","Am J Sports Med. 2011 Sep;39(9):1984-8. doi: 10.1177/0363546511413370. Epub 2011 Jul 7.","Zwerver J","Am J Sports Med","2011","2011/07/09","","","10.1177/0363546511413370"
"21747290","Performance changes during a college playing career in NCAA division III football athletes","Hoffman JR, Ratamess NA, Kang J.","J Strength Cond Res. 2011 Sep;25(9):2351-7. doi: 10.1519/JSC.0b013e31821743df.","Hoffman JR","J Strength Cond Res","2011","2011/07/13","","","10.1519/JSC.0b013e31821743df"
"21747294","Influence of strength training background on postactivation potentiation response","Batista MA, Roschel H, Barroso R, Ugrinowitsch C, Tricoli V.","J Strength Cond Res. 2011 Sep;25(9):2496-502. doi: 10.1519/JSC.0b013e318200181b.","Batista MA","J Strength Cond Res","2011","2011/07/13","","","10.1519/JSC.0b013e318200181b"
"21768892","Effect of hang cleans or squats paired with countermovement vertical jumps on vertical displacement","Andrews TR, Mackey T, Inkrott TA, Murray SR, Clark IE, Pettitt RW.","J Strength Cond Res. 2011 Sep;25(9):2448-52. doi: 10.1519/JSC.0b013e3182001696.","Andrews TR","J Strength Cond Res","2011","2011/07/20","","","10.1519/JSC.0b013e3182001696"
"21771252","Relationship between limb and trunk muscle hypertrophy following high-intensity resistance training and blood flow-restricted low-intensity resistance training","Yasuda T, Ogasawara R, Sakamaki M, Bemben MG, Abe T.","Clin Physiol Funct Imaging. 2011 Sep;31(5):347-51. doi: 10.1111/j.1475-097X.2011.01022.x. Epub 2011 Mar 22.","Yasuda T","Clin Physiol Funct Imaging","2011","2011/07/21","","","10.1111/j.1475-097X.2011.01022.x"
"21771257","The measurement of lactate threshold in resistance exercise: a comparison of methods","de Sousa NM, Magosso RF, Pereira GB, Leite RD, Arakelian VM, Montagnolli AN, Perez SA, Baldissera V.","Clin Physiol Funct Imaging. 2011 Sep;31(5):376-81. doi: 10.1111/j.1475-097X.2011.01027.x. Epub 2011 Apr 25.","de Sousa NM","Clin Physiol Funct Imaging","2011","2011/07/21","","","10.1111/j.1475-097X.2011.01027.x"
"21771261","Effects of periodic and continued resistance training on muscle CSA and strength in previously untrained men","Ogasawara R, Yasuda T, Sakamaki M, Ozaki H, Abe T.","Clin Physiol Funct Imaging. 2011 Sep;31(5):399-404. doi: 10.1111/j.1475-097X.2011.01031.x. Epub 2011 May 31.","Ogasawara R","Clin Physiol Funct Imaging","2011","2011/07/21","","","10.1111/j.1475-097X.2011.01031.x"
"21771263","Change in intramuscular inorganic phosphate during multiple sets of blood flow-restricted low-intensity exercise","Sugaya M, Yasuda T, Suga T, Okita K, Abe T.","Clin Physiol Funct Imaging. 2011 Sep;31(5):411-3. doi: 10.1111/j.1475-097X.2011.01033.x. Epub 2011 Jun 6.","Sugaya M","Clin Physiol Funct Imaging","2011","2011/07/21","","","10.1111/j.1475-097X.2011.01033.x"
"21792072","The effect of whole-body vibration training and conventional strength training on performance measures in female athletes","Jones MT, Parker BM, Cortes N.","J Strength Cond Res. 2011 Sep;25(9):2434-41. doi: 10.1519/JSC.0b013e31822817cf.","Jones MT","J Strength Cond Res","2011","2011/07/28","","","10.1519/JSC.0b013e31822817cf"
"21804430","Do force-time and power-time measures in a loaded jump squat differentiate between speed performance and playing level in elite and elite junior rugby union players?","Hansen KT, Cronin JB, Pickering SL, Douglas L.","J Strength Cond Res. 2011 Sep;25(9):2382-91. doi: 10.1519/JSC.0b013e318201bf48.","Hansen KT","J Strength Cond Res","2011","2011/08/02","","","10.1519/JSC.0b013e318201bf48"
"21845341","Strength and power training did not modify cardiovascular responses to aerobic exercise in elderly subjects","Kanegusuku H, Queiroz AC, Chehuen MR, Costa LA, Wallerstein LF, Mello MT, Ugrinowitsch C, Forjaz CL.","Braz J Med Biol Res. 2011 Sep;44(9):864-70. doi: 10.1590/s0100-879x2011007500100. Epub 2011 Aug 12.","Kanegusuku H","Braz J Med Biol Res","2011","2011/08/17","","","10.1590/s0100-879x2011007500100"
"21846163","Repeated-sprint ability - part II: recommendations for training","Bishop D, Girard O, Mendez-Villanueva A.","Sports Med. 2011 Sep 1;41(9):741-56. doi: 10.2165/11590560-000000000-00000.","Bishop D","Sports Med","2011","2011/08/18","","","10.2165/11590560-000000000-00000"
